CVE_ID,Product,CVSS_Score,Historical_Attack_Data,Exploit_Status,Patch_Availability,Description,Severity,Timestamp
CVE-2023-42795,Google Chrome,9.6,37,Yes,Not Available,Real CVE affecting Google Chrome,Medium,02:06.4
CVE-2023-44487,HTTP/2 Protocol,8.3,56,No,Not Available,Real CVE affecting HTTP/2 Protocol,High,02:06.4
CVE-2023-4911,GNU C Library (glibc),5.5,84,Yes,Available,Real CVE affecting GNU C Library (glibc),Low,02:06.4
CVE-2020-5902,F5 BIG-IP,8.6,77,Yes,Not Available,Real CVE affecting F5 BIG-IP,Low,02:06.4
CVE-2021-3156,Sudo,7.9,28,Yes,Not Available,Real CVE affecting Sudo,Critical,02:06.4
CVE-2020-3452,Cisco ASA,6.6,38,Yes,Not Available,Real CVE affecting Cisco ASA,Medium,02:06.4
CVE-2020-2551,Oracle WebLogic Server,6.1,68,No,Not Available,Real CVE affecting Oracle WebLogic Server,High,02:06.4
CVE-2020-5135,SonicWall VPN,7.8,40,Yes,Available,Real CVE affecting SonicWall VPN,Medium,02:06.4
CVE-2021-44228,Apache Log4j,5.3,64,No,Available,Real CVE affecting Apache Log4j,Medium,02:06.4
CVE-2021-45046,Apache Log4j,8.7,51,Yes,Not Available,Real CVE affecting Apache Log4j,High,02:06.4
CVE-2021-45105,Apache Log4j,6.3,87,No,Available,Real CVE affecting Apache Log4j,Critical,02:06.4
CVE-2021-4104,Apache Log4j,5,19,Yes,Available,Real CVE affecting Apache Log4j,Medium,02:06.4
CVE-2021-44832,Apache Log4j,8.6,52,No,Available,Real CVE affecting Apache Log4j,Low,02:06.4
CVE-2023-22515,Atlassian Confluence,5.2,45,Yes,Available,Real CVE affecting Atlassian Confluence,Critical,02:06.4
CVE-2023-22518,Atlassian Confluence,7,77,No,Available,Real CVE affecting Atlassian Confluence,Low,02:06.4
CVE-2021-35211,SolarWinds Serv-U,8.2,18,Yes,Available,Real CVE affecting SolarWinds Serv-U,Medium,02:06.4
CVE-2020-14750,Oracle WebLogic Server,5.1,34,Yes,Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.4
CVE-2021-38647,Azure OMI,7.2,72,Yes,Not Available,Real CVE affecting Azure OMI,Low,02:06.4
CVE-2021-42321,Microsoft Exchange Server,7.2,32,Yes,Available,Real CVE affecting Microsoft Exchange Server,High,02:06.4
CVE-2022-0847,Linux Kernel,8.4,71,No,Available,Real CVE affecting Linux Kernel,Low,02:06.4
CVE-2021-26084,Atlassian Confluence,7,44,No,Not Available,Real CVE affecting Atlassian Confluence,Medium,02:06.4
CVE-2021-34523,Microsoft Exchange Server,8.7,48,Yes,Available,Real CVE affecting Microsoft Exchange Server,High,02:06.4
CVE-2020-0601,Microsoft Windows,8.5,50,Yes,Not Available,Real CVE affecting Microsoft Windows,High,02:06.4
CVE-2020-0796,Microsoft Windows,7.6,32,Yes,Available,Real CVE affecting Microsoft Windows,High,02:06.4
CVE-2020-1350,Microsoft Windows DNS Server,8.9,93,No,Available,Real CVE affecting Microsoft Windows DNS Server,High,02:06.4
CVE-2020-1472,Microsoft Netlogon,5.8,86,Yes,Available,Real CVE affecting Microsoft Netlogon,Low,02:06.4
CVE-2020-14882,Oracle WebLogic Server,7.3,88,Yes,Not Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.4
CVE-2020-17087,Microsoft Windows Kernel,8.8,76,No,Available,Real CVE affecting Microsoft Windows Kernel,Medium,02:06.4
CVE-2021-22986,F5 BIG-IP,6,77,No,Available,Real CVE affecting F5 BIG-IP,Medium,02:06.4
CVE-2021-26855,Microsoft Exchange Server,6.2,47,Yes,Available,Real CVE affecting Microsoft Exchange Server,High,02:06.4
CVE-2021-21972,VMware vCenter Server,8.3,32,No,Available,Real CVE affecting VMware vCenter Server,Critical,02:06.4
CVE-2021-34473,Microsoft Exchange Server,6.9,10,No,Available,Real CVE affecting Microsoft Exchange Server,Low,02:06.4
CVE-2021-34527,Microsoft Windows Print Spooler,5.3,90,No,Not Available,Real CVE affecting Microsoft Windows Print Spooler,Low,02:06.4
CVE-2021-40444,Microsoft MSHTML,5.8,16,Yes,Available,Real CVE affecting Microsoft MSHTML,Medium,02:06.4
CVE-2022-0185,Linux Kernel,5.7,78,Yes,Available,Real CVE affecting Linux Kernel,Low,02:06.4
CVE-2022-22965,Spring Framework,7.5,85,Yes,Not Available,Real CVE affecting Spring Framework,Critical,02:06.4
CVE-2022-26134,Atlassian Confluence,8.9,52,No,Available,Real CVE affecting Atlassian Confluence,Low,02:06.4
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,6.9,21,Yes,Not Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Low,02:06.4
CVE-2022-3602,OpenSSL,7.1,48,Yes,Not Available,Real CVE affecting OpenSSL,Medium,02:06.4
CVE-2022-40684,Fortinet FortiOS,7.4,62,No,Available,Real CVE affecting Fortinet FortiOS,Critical,02:06.4
CVE-2022-47966,Zoho ManageEngine,7.1,55,Yes,Available,Real CVE affecting Zoho ManageEngine,Critical,02:06.4
CVE-2023-0464,OpenSSL,8.7,36,Yes,Not Available,Real CVE affecting OpenSSL,Medium,02:06.4
CVE-2023-23397,Microsoft Outlook,10,48,No,Not Available,Real CVE affecting Microsoft Outlook,Low,02:06.4
CVE-2023-27350,PaperCut NG/MF,10,59,No,Not Available,Real CVE affecting PaperCut NG/MF,Critical,02:06.4
CVE-2023-28252,Microsoft Windows Common Log File System,5.7,25,No,Available,Real CVE affecting Microsoft Windows Common Log File System,Medium,02:06.4
CVE-2023-2868,Barracuda ESG,9.8,50,No,Available,Real CVE affecting Barracuda ESG,Medium,02:06.4
CVE-2023-3519,Citrix NetScaler ADC,9.3,74,Yes,Available,Real CVE affecting Citrix NetScaler ADC,Low,02:06.4
CVE-2023-36884,Microsoft Office,5.7,90,No,Available,Real CVE affecting Microsoft Office,Medium,02:06.4
CVE-2023-40044,Progress MOVEit Transfer,6.9,59,Yes,Not Available,Real CVE affecting Progress MOVEit Transfer,Medium,02:06.4
CVE-2023-42793,JetBrains TeamCity,5.7,74,No,Available,Real CVE affecting JetBrains TeamCity,Low,02:06.4
CVE-2023-42795,Google Chrome,7.9,23,No,Available,Real CVE affecting Google Chrome,Medium,02:06.4
CVE-2023-44487,HTTP/2 Protocol,5.4,79,No,Not Available,Real CVE affecting HTTP/2 Protocol,High,02:06.4
CVE-2023-4911,GNU C Library (glibc),8.7,56,No,Not Available,Real CVE affecting GNU C Library (glibc),High,02:06.4
CVE-2020-5902,F5 BIG-IP,7.5,33,No,Not Available,Real CVE affecting F5 BIG-IP,Critical,02:06.4
CVE-2021-3156,Sudo,7,39,Yes,Available,Real CVE affecting Sudo,High,02:06.4
CVE-2020-3452,Cisco ASA,9.2,70,Yes,Available,Real CVE affecting Cisco ASA,Critical,02:06.4
CVE-2020-2551,Oracle WebLogic Server,6.2,53,No,Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.4
CVE-2020-5135,SonicWall VPN,6.6,87,No,Not Available,Real CVE affecting SonicWall VPN,Low,02:06.4
CVE-2021-44228,Apache Log4j,9.2,83,No,Not Available,Real CVE affecting Apache Log4j,High,02:06.4
CVE-2021-45046,Apache Log4j,8.2,49,Yes,Available,Real CVE affecting Apache Log4j,Low,02:06.4
CVE-2021-45105,Apache Log4j,7.2,19,No,Not Available,Real CVE affecting Apache Log4j,Medium,02:06.4
CVE-2021-4104,Apache Log4j,8,58,No,Not Available,Real CVE affecting Apache Log4j,High,02:06.4
CVE-2021-44832,Apache Log4j,7.5,41,No,Not Available,Real CVE affecting Apache Log4j,Critical,02:06.4
CVE-2023-22515,Atlassian Confluence,9.5,63,Yes,Not Available,Real CVE affecting Atlassian Confluence,Medium,02:06.4
CVE-2023-22518,Atlassian Confluence,10,17,No,Available,Real CVE affecting Atlassian Confluence,Critical,02:06.4
CVE-2021-35211,SolarWinds Serv-U,6.1,70,No,Available,Real CVE affecting SolarWinds Serv-U,Medium,02:06.4
CVE-2020-14750,Oracle WebLogic Server,8.9,65,Yes,Available,Real CVE affecting Oracle WebLogic Server,Medium,02:06.4
CVE-2021-38647,Azure OMI,5.9,76,No,Not Available,Real CVE affecting Azure OMI,High,02:06.4
CVE-2021-42321,Microsoft Exchange Server,7.1,34,No,Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.4
CVE-2022-0847,Linux Kernel,5.8,67,Yes,Not Available,Real CVE affecting Linux Kernel,Low,02:06.4
CVE-2021-26084,Atlassian Confluence,5.4,56,Yes,Available,Real CVE affecting Atlassian Confluence,Low,02:06.4
CVE-2021-34523,Microsoft Exchange Server,7.1,46,No,Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.4
CVE-2020-0601,Microsoft Windows,5.2,30,No,Available,Real CVE affecting Microsoft Windows,Critical,02:06.4
CVE-2020-0796,Microsoft Windows,5.4,58,Yes,Available,Real CVE affecting Microsoft Windows,High,02:06.4
CVE-2020-1350,Microsoft Windows DNS Server,9.7,51,Yes,Not Available,Real CVE affecting Microsoft Windows DNS Server,Medium,02:06.4
CVE-2020-1472,Microsoft Netlogon,6.7,77,No,Not Available,Real CVE affecting Microsoft Netlogon,High,02:06.4
CVE-2020-14882,Oracle WebLogic Server,9,56,No,Not Available,Real CVE affecting Oracle WebLogic Server,Medium,02:06.4
CVE-2020-17087,Microsoft Windows Kernel,8.3,46,Yes,Not Available,Real CVE affecting Microsoft Windows Kernel,Medium,02:06.4
CVE-2021-22986,F5 BIG-IP,8.8,17,No,Not Available,Real CVE affecting F5 BIG-IP,High,02:06.4
CVE-2021-26855,Microsoft Exchange Server,7.2,18,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Medium,02:06.4
CVE-2021-21972,VMware vCenter Server,5.8,91,Yes,Available,Real CVE affecting VMware vCenter Server,High,02:06.4
CVE-2021-34473,Microsoft Exchange Server,9.9,56,Yes,Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.4
CVE-2021-34527,Microsoft Windows Print Spooler,6.8,48,Yes,Available,Real CVE affecting Microsoft Windows Print Spooler,Low,02:06.4
CVE-2021-40444,Microsoft MSHTML,5.4,94,Yes,Available,Real CVE affecting Microsoft MSHTML,High,02:06.4
CVE-2022-0185,Linux Kernel,8.7,40,No,Not Available,Real CVE affecting Linux Kernel,Medium,02:06.4
CVE-2022-22965,Spring Framework,8.8,13,Yes,Not Available,Real CVE affecting Spring Framework,Low,02:06.4
CVE-2022-26134,Atlassian Confluence,8.4,12,Yes,Available,Real CVE affecting Atlassian Confluence,Critical,02:06.4
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,6.2,89,No,Not Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Medium,02:06.4
CVE-2022-3602,OpenSSL,9.3,33,Yes,Not Available,Real CVE affecting OpenSSL,High,02:06.4
CVE-2022-40684,Fortinet FortiOS,9.9,12,No,Available,Real CVE affecting Fortinet FortiOS,Critical,02:06.4
CVE-2022-47966,Zoho ManageEngine,8.1,88,Yes,Not Available,Real CVE affecting Zoho ManageEngine,Medium,02:06.4
CVE-2023-0464,OpenSSL,6.7,50,Yes,Available,Real CVE affecting OpenSSL,Low,02:06.4
CVE-2023-23397,Microsoft Outlook,9.2,87,No,Available,Real CVE affecting Microsoft Outlook,Critical,02:06.4
CVE-2023-27350,PaperCut NG/MF,7.4,23,Yes,Available,Real CVE affecting PaperCut NG/MF,Critical,02:06.4
CVE-2023-28252,Microsoft Windows Common Log File System,8.5,85,No,Available,Real CVE affecting Microsoft Windows Common Log File System,Critical,02:06.4
CVE-2023-2868,Barracuda ESG,7.8,68,Yes,Available,Real CVE affecting Barracuda ESG,Medium,02:06.4
CVE-2023-3519,Citrix NetScaler ADC,10,53,Yes,Available,Real CVE affecting Citrix NetScaler ADC,High,02:06.4
CVE-2023-36884,Microsoft Office,6.9,18,Yes,Available,Real CVE affecting Microsoft Office,High,02:06.4
CVE-2023-40044,Progress MOVEit Transfer,5.2,86,No,Not Available,Real CVE affecting Progress MOVEit Transfer,Critical,02:06.4
CVE-2023-42793,JetBrains TeamCity,5.3,44,No,Available,Real CVE affecting JetBrains TeamCity,Medium,02:06.4
CVE-2023-42795,Google Chrome,5.7,49,Yes,Available,Real CVE affecting Google Chrome,High,02:06.4
CVE-2023-44487,HTTP/2 Protocol,7.8,59,No,Not Available,Real CVE affecting HTTP/2 Protocol,Low,02:06.4
CVE-2023-4911,GNU C Library (glibc),7.9,62,Yes,Available,Real CVE affecting GNU C Library (glibc),High,02:06.4
CVE-2020-5902,F5 BIG-IP,6.9,65,No,Available,Real CVE affecting F5 BIG-IP,Critical,02:06.4
CVE-2021-3156,Sudo,8.9,72,Yes,Not Available,Real CVE affecting Sudo,High,02:06.4
CVE-2020-3452,Cisco ASA,6,91,No,Not Available,Real CVE affecting Cisco ASA,Low,02:06.4
CVE-2020-2551,Oracle WebLogic Server,6.7,81,No,Not Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.4
CVE-2020-5135,SonicWall VPN,9.9,44,No,Not Available,Real CVE affecting SonicWall VPN,Low,02:06.4
CVE-2021-44228,Apache Log4j,7,47,No,Available,Real CVE affecting Apache Log4j,Medium,02:06.4
CVE-2021-45046,Apache Log4j,9.4,35,Yes,Available,Real CVE affecting Apache Log4j,Medium,02:06.4
CVE-2021-45105,Apache Log4j,7.6,70,No,Not Available,Real CVE affecting Apache Log4j,High,02:06.4
CVE-2021-4104,Apache Log4j,5.8,81,No,Available,Real CVE affecting Apache Log4j,Medium,02:06.4
CVE-2021-44832,Apache Log4j,9.6,53,No,Not Available,Real CVE affecting Apache Log4j,Medium,02:06.4
CVE-2023-22515,Atlassian Confluence,6.9,65,No,Not Available,Real CVE affecting Atlassian Confluence,High,02:06.4
CVE-2023-22518,Atlassian Confluence,6.8,11,Yes,Not Available,Real CVE affecting Atlassian Confluence,High,02:06.4
CVE-2021-35211,SolarWinds Serv-U,6,88,Yes,Available,Real CVE affecting SolarWinds Serv-U,Low,02:06.4
CVE-2020-14750,Oracle WebLogic Server,6.8,20,No,Available,Real CVE affecting Oracle WebLogic Server,High,02:06.4
CVE-2021-38647,Azure OMI,7.7,82,Yes,Available,Real CVE affecting Azure OMI,Medium,02:06.4
CVE-2021-42321,Microsoft Exchange Server,9.3,32,No,Available,Real CVE affecting Microsoft Exchange Server,Medium,02:06.4
CVE-2022-0847,Linux Kernel,7.1,50,Yes,Not Available,Real CVE affecting Linux Kernel,High,02:06.4
CVE-2021-26084,Atlassian Confluence,8.9,16,No,Not Available,Real CVE affecting Atlassian Confluence,High,02:06.4
CVE-2021-34523,Microsoft Exchange Server,7.8,34,No,Not Available,Real CVE affecting Microsoft Exchange Server,Medium,02:06.4
CVE-2020-0601,Microsoft Windows,8.1,80,No,Available,Real CVE affecting Microsoft Windows,High,02:06.4
CVE-2020-0796,Microsoft Windows,7.9,27,No,Not Available,Real CVE affecting Microsoft Windows,Low,02:06.4
CVE-2020-1350,Microsoft Windows DNS Server,7.3,49,No,Available,Real CVE affecting Microsoft Windows DNS Server,Critical,02:06.4
CVE-2020-1472,Microsoft Netlogon,8.8,21,No,Not Available,Real CVE affecting Microsoft Netlogon,Critical,02:06.4
CVE-2020-14882,Oracle WebLogic Server,9.4,94,No,Not Available,Real CVE affecting Oracle WebLogic Server,Medium,02:06.4
CVE-2020-17087,Microsoft Windows Kernel,7,40,No,Not Available,Real CVE affecting Microsoft Windows Kernel,High,02:06.4
CVE-2021-22986,F5 BIG-IP,9.7,29,Yes,Available,Real CVE affecting F5 BIG-IP,Medium,02:06.4
CVE-2021-26855,Microsoft Exchange Server,8.6,12,No,Not Available,Real CVE affecting Microsoft Exchange Server,Low,02:06.4
CVE-2021-21972,VMware vCenter Server,9.1,92,Yes,Available,Real CVE affecting VMware vCenter Server,High,02:06.4
CVE-2021-34473,Microsoft Exchange Server,6.1,23,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.4
CVE-2021-34527,Microsoft Windows Print Spooler,6.3,76,No,Not Available,Real CVE affecting Microsoft Windows Print Spooler,High,02:06.4
CVE-2021-40444,Microsoft MSHTML,9.3,35,No,Not Available,Real CVE affecting Microsoft MSHTML,Critical,02:06.4
CVE-2022-0185,Linux Kernel,6.9,55,No,Not Available,Real CVE affecting Linux Kernel,Low,02:06.4
CVE-2022-22965,Spring Framework,9.8,88,No,Not Available,Real CVE affecting Spring Framework,Medium,02:06.4
CVE-2022-26134,Atlassian Confluence,6.3,31,Yes,Not Available,Real CVE affecting Atlassian Confluence,High,02:06.4
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,8.9,65,Yes,Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Medium,02:06.4
CVE-2022-3602,OpenSSL,5.2,64,No,Available,Real CVE affecting OpenSSL,Medium,02:06.4
CVE-2022-40684,Fortinet FortiOS,6.4,12,Yes,Not Available,Real CVE affecting Fortinet FortiOS,Medium,02:06.4
CVE-2022-47966,Zoho ManageEngine,5.6,22,No,Not Available,Real CVE affecting Zoho ManageEngine,Low,02:06.4
CVE-2023-0464,OpenSSL,9.3,24,Yes,Not Available,Real CVE affecting OpenSSL,Low,02:06.4
CVE-2023-23397,Microsoft Outlook,6,31,Yes,Not Available,Real CVE affecting Microsoft Outlook,Low,02:06.4
CVE-2023-27350,PaperCut NG/MF,9.2,17,No,Available,Real CVE affecting PaperCut NG/MF,High,02:06.4
CVE-2023-28252,Microsoft Windows Common Log File System,8.5,25,No,Not Available,Real CVE affecting Microsoft Windows Common Log File System,High,02:06.4
CVE-2023-2868,Barracuda ESG,8.1,93,No,Available,Real CVE affecting Barracuda ESG,Critical,02:06.4
CVE-2023-3519,Citrix NetScaler ADC,9.4,59,No,Not Available,Real CVE affecting Citrix NetScaler ADC,Medium,02:06.4
CVE-2023-36884,Microsoft Office,7.3,22,Yes,Not Available,Real CVE affecting Microsoft Office,Critical,02:06.4
CVE-2023-40044,Progress MOVEit Transfer,5.9,40,No,Available,Real CVE affecting Progress MOVEit Transfer,Medium,02:06.4
CVE-2023-42793,JetBrains TeamCity,9.2,57,No,Available,Real CVE affecting JetBrains TeamCity,Low,02:06.4
CVE-2023-42795,Google Chrome,7.3,30,Yes,Not Available,Real CVE affecting Google Chrome,Critical,02:06.4
CVE-2023-44487,HTTP/2 Protocol,8.5,23,Yes,Not Available,Real CVE affecting HTTP/2 Protocol,Low,02:06.4
CVE-2023-4911,GNU C Library (glibc),5.5,86,No,Not Available,Real CVE affecting GNU C Library (glibc),Medium,02:06.4
CVE-2020-5902,F5 BIG-IP,5.2,60,No,Available,Real CVE affecting F5 BIG-IP,Medium,02:06.4
CVE-2021-3156,Sudo,9,42,Yes,Not Available,Real CVE affecting Sudo,High,02:06.4
CVE-2020-3452,Cisco ASA,8,81,Yes,Not Available,Real CVE affecting Cisco ASA,High,02:06.4
CVE-2020-2551,Oracle WebLogic Server,9.5,94,Yes,Not Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.4
CVE-2020-5135,SonicWall VPN,5.4,25,No,Available,Real CVE affecting SonicWall VPN,Medium,02:06.4
CVE-2021-44228,Apache Log4j,6.8,61,Yes,Available,Real CVE affecting Apache Log4j,Medium,02:06.4
CVE-2021-45046,Apache Log4j,8.6,26,Yes,Not Available,Real CVE affecting Apache Log4j,Critical,02:06.4
CVE-2021-45105,Apache Log4j,7.1,14,No,Not Available,Real CVE affecting Apache Log4j,Critical,02:06.4
CVE-2021-4104,Apache Log4j,6.3,79,No,Not Available,Real CVE affecting Apache Log4j,Medium,02:06.4
CVE-2021-44832,Apache Log4j,9.5,29,No,Available,Real CVE affecting Apache Log4j,Critical,02:06.4
CVE-2023-22515,Atlassian Confluence,6.1,74,No,Not Available,Real CVE affecting Atlassian Confluence,Critical,02:06.4
CVE-2023-22518,Atlassian Confluence,5.8,20,Yes,Not Available,Real CVE affecting Atlassian Confluence,High,02:06.4
CVE-2021-35211,SolarWinds Serv-U,6.9,46,Yes,Not Available,Real CVE affecting SolarWinds Serv-U,High,02:06.4
CVE-2020-14750,Oracle WebLogic Server,8,90,Yes,Not Available,Real CVE affecting Oracle WebLogic Server,High,02:06.4
CVE-2021-38647,Azure OMI,9,84,No,Not Available,Real CVE affecting Azure OMI,Medium,02:06.4
CVE-2021-42321,Microsoft Exchange Server,5.2,52,No,Not Available,Real CVE affecting Microsoft Exchange Server,Low,02:06.4
CVE-2022-0847,Linux Kernel,9.4,61,No,Available,Real CVE affecting Linux Kernel,Medium,02:06.4
CVE-2021-26084,Atlassian Confluence,9.1,10,Yes,Available,Real CVE affecting Atlassian Confluence,Medium,02:06.4
CVE-2021-34523,Microsoft Exchange Server,7.2,22,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Low,02:06.4
CVE-2020-0601,Microsoft Windows,7.7,30,Yes,Available,Real CVE affecting Microsoft Windows,High,02:06.4
CVE-2020-0796,Microsoft Windows,5.7,64,No,Not Available,Real CVE affecting Microsoft Windows,Low,02:06.4
CVE-2020-1350,Microsoft Windows DNS Server,9.8,89,No,Available,Real CVE affecting Microsoft Windows DNS Server,Critical,02:06.4
CVE-2020-1472,Microsoft Netlogon,8,79,No,Not Available,Real CVE affecting Microsoft Netlogon,Medium,02:06.4
CVE-2020-14882,Oracle WebLogic Server,8.4,60,Yes,Available,Real CVE affecting Oracle WebLogic Server,High,02:06.4
CVE-2020-17087,Microsoft Windows Kernel,8.9,13,Yes,Available,Real CVE affecting Microsoft Windows Kernel,Medium,02:06.4
CVE-2021-22986,F5 BIG-IP,6.5,28,Yes,Available,Real CVE affecting F5 BIG-IP,High,02:06.4
CVE-2021-26855,Microsoft Exchange Server,7.5,27,Yes,Available,Real CVE affecting Microsoft Exchange Server,Low,02:06.4
CVE-2021-21972,VMware vCenter Server,5.9,41,Yes,Available,Real CVE affecting VMware vCenter Server,Critical,02:06.4
CVE-2021-34473,Microsoft Exchange Server,8.1,82,Yes,Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.4
CVE-2021-34527,Microsoft Windows Print Spooler,5.4,51,No,Available,Real CVE affecting Microsoft Windows Print Spooler,Medium,02:06.4
CVE-2021-40444,Microsoft MSHTML,5.7,38,No,Not Available,Real CVE affecting Microsoft MSHTML,High,02:06.4
CVE-2022-0185,Linux Kernel,9,29,Yes,Not Available,Real CVE affecting Linux Kernel,Low,02:06.4
CVE-2022-22965,Spring Framework,8.8,93,No,Not Available,Real CVE affecting Spring Framework,Low,02:06.4
CVE-2022-26134,Atlassian Confluence,6.9,75,Yes,Available,Real CVE affecting Atlassian Confluence,Medium,02:06.4
CVE-2022-30190,Microsoft Windows Support Diagnostic Tool,5.2,32,No,Available,Real CVE affecting Microsoft Windows Support Diagnostic Tool,Critical,02:06.4
CVE-2022-3602,OpenSSL,6.5,55,No,Not Available,Real CVE affecting OpenSSL,Low,02:06.4
CVE-2022-40684,Fortinet FortiOS,7.3,33,No,Available,Real CVE affecting Fortinet FortiOS,Critical,02:06.4
CVE-2022-47966,Zoho ManageEngine,9.2,56,Yes,Not Available,Real CVE affecting Zoho ManageEngine,Medium,02:06.4
CVE-2023-0464,OpenSSL,6.9,65,Yes,Not Available,Real CVE affecting OpenSSL,Medium,02:06.4
CVE-2023-23397,Microsoft Outlook,8.5,88,No,Available,Real CVE affecting Microsoft Outlook,Medium,02:06.4
CVE-2023-27350,PaperCut NG/MF,10,60,Yes,Not Available,Real CVE affecting PaperCut NG/MF,High,02:06.4
CVE-2023-28252,Microsoft Windows Common Log File System,5.1,72,No,Available,Real CVE affecting Microsoft Windows Common Log File System,High,02:06.4
CVE-2023-2868,Barracuda ESG,8.4,86,Yes,Available,Real CVE affecting Barracuda ESG,Critical,02:06.4
CVE-2023-3519,Citrix NetScaler ADC,9.4,46,Yes,Not Available,Real CVE affecting Citrix NetScaler ADC,Critical,02:06.4
CVE-2023-36884,Microsoft Office,9,65,Yes,Not Available,Real CVE affecting Microsoft Office,Low,02:06.4
CVE-2023-40044,Progress MOVEit Transfer,7.2,26,No,Not Available,Real CVE affecting Progress MOVEit Transfer,Low,02:06.4
CVE-2023-42793,JetBrains TeamCity,6.1,71,Yes,Available,Real CVE affecting JetBrains TeamCity,Low,02:06.4
CVE-2023-42795,Google Chrome,7.7,76,No,Not Available,Real CVE affecting Google Chrome,Medium,02:06.4
CVE-2023-44487,HTTP/2 Protocol,9.7,19,Yes,Available,Real CVE affecting HTTP/2 Protocol,High,02:06.4
CVE-2023-4911,GNU C Library (glibc),7.3,90,No,Available,Real CVE affecting GNU C Library (glibc),Low,02:06.4
CVE-2020-5902,F5 BIG-IP,8,52,Yes,Not Available,Real CVE affecting F5 BIG-IP,Low,02:06.4
CVE-2021-3156,Sudo,5.1,86,Yes,Available,Real CVE affecting Sudo,Medium,02:06.4
CVE-2020-3452,Cisco ASA,6.6,16,Yes,Not Available,Real CVE affecting Cisco ASA,Low,02:06.4
CVE-2020-2551,Oracle WebLogic Server,9.7,39,No,Not Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.4
CVE-2020-5135,SonicWall VPN,5.8,69,No,Available,Real CVE affecting SonicWall VPN,Critical,02:06.4
CVE-2021-44228,Apache Log4j,7.6,33,Yes,Available,Real CVE affecting Apache Log4j,Low,02:06.4
CVE-2021-45046,Apache Log4j,6.4,42,No,Available,Real CVE affecting Apache Log4j,Critical,02:06.4
CVE-2021-45105,Apache Log4j,7.3,61,No,Not Available,Real CVE affecting Apache Log4j,High,02:06.4
CVE-2021-4104,Apache Log4j,8,10,Yes,Not Available,Real CVE affecting Apache Log4j,Critical,02:06.4
CVE-2021-44832,Apache Log4j,6.4,47,No,Not Available,Real CVE affecting Apache Log4j,Critical,02:06.4
CVE-2023-22515,Atlassian Confluence,6,15,Yes,Available,Real CVE affecting Atlassian Confluence,Low,02:06.4
CVE-2023-22518,Atlassian Confluence,7.9,82,No,Not Available,Real CVE affecting Atlassian Confluence,Critical,02:06.4
CVE-2021-35211,SolarWinds Serv-U,5.1,10,Yes,Not Available,Real CVE affecting SolarWinds Serv-U,Medium,02:06.4
CVE-2020-14750,Oracle WebLogic Server,7.1,63,Yes,Not Available,Real CVE affecting Oracle WebLogic Server,Low,02:06.4
CVE-2021-38647,Azure OMI,6.2,30,No,Not Available,Real CVE affecting Azure OMI,Medium,02:06.4
CVE-2021-42321,Microsoft Exchange Server,6.8,50,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,Critical,02:06.4
CVE-2022-0847,Linux Kernel,9.2,13,Yes,Not Available,Real CVE affecting Linux Kernel,Low,02:06.4
CVE-2021-26084,Atlassian Confluence,9.2,42,Yes,Available,Real CVE affecting Atlassian Confluence,Low,02:06.4
CVE-2021-34523,Microsoft Exchange Server,9.4,34,No,Available,Real CVE affecting Microsoft Exchange Server,High,02:06.4
CVE-2020-0601,Microsoft Windows,6.8,84,No,Available,Real CVE affecting Microsoft Windows,Medium,02:06.4
CVE-2020-0796,Microsoft Windows,9.3,49,Yes,Available,Real CVE affecting Microsoft Windows,Low,02:06.4
CVE-2020-1350,Microsoft Windows DNS Server,5.5,45,No,Available,Real CVE affecting Microsoft Windows DNS Server,Critical,02:06.4
CVE-2020-1472,Microsoft Netlogon,5.5,37,Yes,Not Available,Real CVE affecting Microsoft Netlogon,Low,02:06.4
CVE-2020-14882,Oracle WebLogic Server,7,44,No,Available,Real CVE affecting Oracle WebLogic Server,Medium,02:06.4
CVE-2020-17087,Microsoft Windows Kernel,5.4,31,Yes,Not Available,Real CVE affecting Microsoft Windows Kernel,Critical,02:06.4
CVE-2021-22986,F5 BIG-IP,6.1,57,No,Not Available,Real CVE affecting F5 BIG-IP,Critical,02:06.4
CVE-2021-26855,Microsoft Exchange Server,6.7,80,Yes,Not Available,Real CVE affecting Microsoft Exchange Server,High,02:06.4
